model,short_model,station,forecast_datetime_gmt,datetime,tz_offset,CIG,CLD,DPT,Max_Temperature,Min_Temperature,OBV,P06,P12,P24,POS,POZ,PRS,PSN,PZP,Q06,Q12,Q24,SNW,T06,T12,T24,TMP,TYP,VIS,WDR,WND,WSP
GFSX MOS GUIDANCE,GFSX,KILE,2020-03-21 12:00:00,2020-03-23 00:00:00,+0000,,OV,58,75,59,,,17,78,,,0,0,0,,0,2,0,,2,19,71,R,,,9,
GFSX MOS GUIDANCE,GFSX,KILE,2020-03-21 12:00:00,2020-03-23 12:00:00,+0000,,OV,57,75,59,,,7,9,,,0,0,0,,0,0,0,,17,19,60,R,,,6,
GFSX MOS GUIDANCE,GFSX,KILE,2020-03-21 12:00:00,2020-03-24 00:00:00,+0000,,OV,61,82,63,,,1,9,,,1,0,0,,0,0,0,,1,9,77,R,,,12,
GFSX MOS GUIDANCE,GFSX,KILE,2020-03-21 12:00:00,2020-03-24 12:00:00,+0000,,OV,59,82,63,,,3,24,,,0,0,1,,0,0,0,,4,9,65,R,,,15,
GFSX MOS GUIDANCE,GFSX,KILE,2020-03-21 12:00:00,2020-03-25 00:00:00,+0000,,PC,48,87,57,,,24,24,,,1,0,0,,0,0,0,,3,3,81,R,,,12,
GFSX MOS GUIDANCE,GFSX,KILE,2020-03-21 12:00:00,2020-03-25 12:00:00,+0000,,CL,46,87,57,,,2,2,,,0,0,0,,0,0,0,,0,3,58,R,,,6,
GFSX MOS GUIDANCE,GFSX,KILE,2020-03-21 12:00:00,2020-03-26 00:00:00,+0000,,CL,51,90,61,,,1,2,,,0,0,1,,0,0,0,,0,2,85,R,,,9,
GFSX MOS GUIDANCE,GFSX,KILE,2020-03-21 12:00:00,2020-03-26 12:00:00,+0000,,PC,54,90,61,,,2,7,,,0,0,1,,0,0,0,,2,2,63,R,,,9,
GFSX MOS GUIDANCE,GFSX,KILE,2020-03-21 12:00:00,2020-03-27 00:00:00,+0000,,PC,58,89,63,,,7,7,,,0,0,1,,0,0,0,,7,20,82,R,,,16,
GFSX MOS GUIDANCE,GFSX,KILE,2020-03-21 12:00:00,2020-03-27 12:00:00,+0000,,OV,56,89,63,,,13,24,,,0,0,2,,0,0,0,,8,20,65,R,,,17,
GFSX MOS GUIDANCE,GFSX,KILE,2020-03-21 12:00:00,2020-03-28 00:00:00,+0000,,OV,47,72,53,,,20,24,,,2,0,3,,0,0,0,,10,17,67,R,,,8,
GFSX MOS GUIDANCE,GFSX,KILE,2020-03-21 12:00:00,2020-03-28 12:00:00,+0000,,PC,43,72,53,,,22,23,,,2,0,2,,,,0,,14,17,54,R,,,7,
GFSX MOS GUIDANCE,GFSX,KILE,2020-03-21 12:00:00,2020-03-29 00:00:00,+0000,,CL,45,75,53,,,15,23,,,3,0,2,,,,,,10,16,70,R,,,9,
GFSX MOS GUIDANCE,GFSX,KILE,2020-03-21 12:00:00,2020-03-29 12:00:00,+0000,,PC,45,75,53,,,15,,,,2,0,1,,,,,,6,16,55,R,,,8,
GFSX MOS GUIDANCE,GFSX,KINJ,2020-03-21 12:00:00,2020-03-22 12:00:00,+0000,,OV,55,,55,,,94,94,,,0,0,0,,3,3,,,18,,57,R,,,8,
GFSX MOS GUIDANCE,GFSX,KINJ,2020-03-21 12:00:00,2020-03-23 00:00:00,+0000,,OV,62,72,62,,,16,94,,,0,0,0,,0,3,0,,1,14,71,R,,,11,
GFSX MOS GUIDANCE,GFSX,KINJ,2020-03-21 12:00:00,2020-03-23 12:00:00,+0000,,OV,62,72,62,,,14,14,,,1,0,0,,0,0,0,,14,14,64,R,,,6,
GFSX MOS GUIDANCE,GFSX,KINJ,2020-03-21 12:00:00,2020-03-24 00:00:00,+0000,,OV,62,79,61,,,4,14,,,1,0,0,,0,0,0,,4,19,76,R,,,14,
GFSX MOS GUIDANCE,GFSX,KINJ,2020-03-21 12:00:00,2020-03-24 12:00:00,+0000,,OV,61,79,61,,,14,23,,,0,0,1,,0,0,0,,16,19,64,R,,,18,
GFSX MOS GUIDANCE,GFSX,KINJ,2020-03-21 12:00:00,2020-03-25 00:00:00,+0000,,PC,50,82,56,,,23,23,,,1,0,0,,0,0,0,,3,3,76,R,,,16,
GFSX MOS GUIDANCE,GFSX,KINJ,2020-03-21 12:00:00,2020-03-25 12:00:00,+0000,,CL,48,82,56,,,2,2,,,0,0,0,,0,0,0,,0,3,58,R,,,6,
GFSX MOS GUIDANCE,GFSX,KINJ,2020-03-21 12:00:00,2020-03-26 00:00:00,+0000,,CL,53,87,63,,,2,2,,,0,0,1,,0,0,0,,0,3,80,R,,,13,
GFSX MOS GUIDANCE,GFSX,KINJ,2020-03-21 12:00:00,2020-03-26 12:00:00,+0000,,CL,59,87,63,,,1,6,,,0,0,1,,0,0,0,,3,3,65,R,,,11,
GFSX MOS GUIDANCE,GFSX,KINJ,2020-03-21 12:00:00,2020-03-27 00:00:00,+0000,,PC,63,87,63,,,6,6,,,0,0,1,,0,0,0,,7,20,80,R,,,16,
GFSX MOS GUIDANCE,GFSX,KINJ,2020-03-21 12:00:00,2020-03-27 12:00:00,+0000,,OV,60,87,63,,,15,25,,,0,0,3,,0,0,0,,11,20,65,R,,,19,
GFSX MOS GUIDANCE,GFSX,KINJ,2020-03-21 12:00:00,2020-03-28 00:00:00,+0000,,PC,49,76,53,,,20,25,,,2,0,3,,0,0,0,,8,16,70,R,,,13,
GFSX MOS GUIDANCE,GFSX,KINJ,2020-03-21 12:00:00,2020-03-28 12:00:00,+0000,,PC,44,76,53,,,20,20,,,2,0,3,,,,0,,9,16,54,R,,,6,
GFSX MOS GUIDANCE,GFSX,KINJ,2020-03-21 12:00:00,2020-03-29 00:00:00,+0000,,CL,46,72,52,,,14,20,,,3,0,2,,,,,,8,13,67,R,,,10,
GFSX MOS GUIDANCE,GFSX,KINJ,2020-03-21 12:00:00,2020-03-29 12:00:00,+0000,,PC,46,72,52,,,13,,,,2,0,2,,,,,,7,13,54,R,,,13,
GFSX MOS GUIDANCE,GFSX,KINK,2020-03-21 12:00:00,2020-03-22 12:00:00,+0000,,OV,44,,42,,,5,5,,,2,0,0,,0,0,,,0,,44,R,,,12,
GFSX MOS GUIDANCE,GFSX,KINK,2020-03-21 12:00:00,2020-03-23 00:00:00,+0000,,PC,28,82,48,,,1,5,,,0,0,1,,0,0,0,,0,0,81,R,,,10,
GFSX MOS GUIDANCE,GFSX,KINK,2020-03-21 12:00:00,2020-03-23 12:00:00,+0000,,PC,39,82,48,,,0,2,,,0,2,1,,0,0,0,,0,0,50,R,,,10,
GFSX MOS GUIDANCE,GFSX,KINK,2020-03-21 12:00:00,2020-03-24 00:00:00,+0000,,PC,26,88,48,,,2,2,,,1,0,2,,0,0,0,,1,3,85,R,,,12,
GFSX MOS GUIDANCE,GFSX,KINK,2020-03-21 12:00:00,2020-03-24 12:00:00,+0000,,PC,36,88,48,,,3,3,,,0,2,2,,0,0,0,,3,3,52,R,,,12,
GFSX MOS GUIDANCE,GFSX,KINK,2020-03-21 12:00:00,2020-03-25 00:00:00,+0000,,CL,24,79,48,,,1,3,,,1,1,2,,0,0,0,,0,2,76,R,,,15,
GFSX MOS GUIDANCE,GFSX,KINK,2020-03-21 12:00:00,2020-03-25 12:00:00,+0000,,CL,33,79,48,,,0,0,,,0,2,1,,0,0,0,,2,2,51,R,,,15,
GFSX MOS GUIDANCE,GFSX,KINK,2020-03-21 12:00:00,2020-03-26 00:00:00,+0000,,CL,22,86,48,,,0,0,,,0,0,3,,0,0,0,,0,1,83,R,,,21,
GFSX MOS GUIDANCE,GFSX,KINK,2020-03-21 12:00:00,2020-03-26 12:00:00,+0000,,OV,31,86,48,,,0,2,,,0,2,3,,0,0,0,,1,1,52,R,,,20,
GFSX MOS GUIDANCE,GFSX,KINK,2020-03-21 12:00:00,2020-03-27 00:00:00,+0000,,PC,27,89,51,,,2,2,,,2,1,3,,0,0,0,,0,2,83,R,,,25,
GFSX MOS GUIDANCE,GFSX,KINK,2020-03-21 12:00:00,2020-03-27 12:00:00,+0000,,PC,35,89,51,,,2,6,,,2,1,3,,0,0,0,,2,2,55,R,,,24,
GFSX MOS GUIDANCE,GFSX,KINK,2020-03-21 12:00:00,2020-03-28 00:00:00,+0000,,PC,22,78,39,,,1,6,,,3,1,6,,0,0,0,,0,2,74,R,,,24,
GFSX MOS GUIDANCE,GFSX,KINK,2020-03-21 12:00:00,2020-03-28 12:00:00,+0000,,CL,29,78,39,,,2,6,,,4,3,7,,,,0,,1,2,42,R,,,24,
GFSX MOS GUIDANCE,GFSX,KINK,2020-03-21 12:00:00,2020-03-29 00:00:00,+0000,,CL,21,75,44,,,1,6,,,5,4,5,,,,,,1,2,72,R,,,13,
GFSX MOS GUIDANCE,GFSX,KINK,2020-03-21 12:00:00,2020-03-29 12:00:00,+0000,,CL,29,75,44,,,3,,,,2,3,5,,,,,,2,2,47,R,,,13,
GFSX MOS GUIDANCE,GFSX,KIPN,2020-03-21 12:00:00,2020-03-22 12:00:00,+0000,,PC,67,,73,,,1,11,,,,,,,0,0,,,,,74,,,,11,
GFSX MOS GUIDANCE,GFSX,KIPN,2020-03-21 12:00:00,2020-03-23 00:00:00,+0000,,PC,69,77,73,,,7,11,,,,,,,0,0,,,,,74,,,,12,
GFSX MOS GUIDANCE,GFSX,KIPN,2020-03-21 12:00:00,2020-03-23 12:00:00,+0000,,PC,67,77,73,,,9,11,,,,,,,0,0,,,,,74,,,,15,
GFSX MOS GUIDANCE,GFSX,KIPN,2020-03-21 12:00:00,2020-03-24 00:00:00,+0000,,PC,68,78,73,,,2,11,,,,,,,0,0,,,,,74,,,,13,
GFSX MOS GUIDANCE,GFSX,KIPN,2020-03-21 12:00:00,2020-03-24 12:00:00,+0000,,PC,69,78,73,,,2,11,,,,,,,0,0,,,,,74,,,,15,
GFSX MOS GUIDANCE,GFSX,KIPN,2020-03-21 12:00:00,2020-03-25 00:00:00,+0000,,PC,70,78,72,,,7,11,,,,,,,0,0,,,,,75,,,,19,
GFSX MOS GUIDANCE,GFSX,KIPN,2020-03-21 12:00:00,2020-03-25 12:00:00,+0000,,PC,69,78,72,,,7,19,,,,,,,0,0,,,,,74,,,,17,
GFSX MOS GUIDANCE,GFSX,KIPN,2020-03-21 12:00:00,2020-03-26 00:00:00,+0000,,PC,69,79,72,,,12,19,,,,,,,0,0,,,,,75,,,,13,
GFSX MOS GUIDANCE,GFSX,KIPN,2020-03-21 12:00:00,2020-03-26 12:00:00,+0000,,CL,68,79,72,,,1,4,,,,,,,0,0,,,,,73,,,,13,
GFSX MOS GUIDANCE,GFSX,KIPN,2020-03-21 12:00:00,2020-03-27 00:00:00,+0000,,CL,70,77,74,,,4,4,,,,,,,0,0,,,,,75,,,,11,
GFSX MOS GUIDANCE,GFSX,KIPN,2020-03-21 12:00:00,2020-03-27 12:00:00,+0000,,CL,71,77,74,,,2,15,,,,,,,0,0,,,,,75,,,,12,
GFSX MOS GUIDANCE,GFSX,KIPN,2020-03-21 12:00:00,2020-03-28 00:00:00,+0000,,PC,70,79,75,,,9,15,,,,,,,0,0,,,,,76,,,,17,
GFSX MOS GUIDANCE,GFSX,KIPN,2020-03-21 12:00:00,2020-03-28 12:00:00,+0000,,PC,72,79,75,,,11,20,,,,,,,,,,,,,77,,,,15,
GFSX MOS GUIDANCE,GFSX,KIPN,2020-03-21 12:00:00,2020-03-29 00:00:00,+0000,,PC,71,78,74,,,15,20,,,,,,,,,,,,,76,,,,14,
GFSX MOS GUIDANCE,GFSX,KIPN,2020-03-21 12:00:00,2020-03-29 12:00:00,+0000,,PC,70,78,74,,,14,,,,,,,,,,,,,,76,,,,17,
GFSX MOS GUIDANCE,GFSX,KJAN,2020-03-21 12:00:00,2020-03-22 12:00:00,+0000,,OV,52,,53,,,83,95,,,0,1,0,,3,4,,,8,,56,R,,,8,
GFSX MOS GUIDANCE,GFSX,KJAN,2020-03-21 12:00:00,2020-03-23 00:00:00,+0000,,OV,60,69,64,,,95,95,,,0,0,0,,3,4,0,,17,47,68,R,,,8,
GFSX MOS GUIDANCE,GFSX,KJAN,2020-03-21 12:00:00,2020-03-23 12:00:00,+0000,,OV,62,69,64,,,44,84,,,0,1,0,,1,3,0,,36,47,67,R,,,8,
GFSX MOS GUIDANCE,GFSX,KJAN,2020-03-21 12:00:00,2020-03-24 00:00:00,+0000,,OV,62,79,61,,,80,84,,,1,0,0,,3,3,0,,46,49,74,R,,,9,
GFSX MOS GUIDANCE,GFSX,KJAN,2020-03-21 12:00:00,2020-03-24 12:00:00,+0000,,PC,61,79,61,,,13,34,,,0,0,0,,0,0,0,,2,49,63,R,,,10,
GFSX MOS GUIDANCE,GFSX,KJAN,2020-03-21 12:00:00,2020-03-25 00:00:00,+0000,,OV,62,85,58,,,29,34,,,1,0,0,,0,0,0,,21,28,79,R,,,17,
GFSX MOS GUIDANCE,GFSX,KJAN,2020-03-21 12:00:00,2020-03-25 12:00:00,+0000,,OV,58,85,58,,,36,46,,,1,0,0,,1,1,0,,26,28,59,R,,,13,
GFSX MOS GUIDANCE,GFSX,KJAN,2020-03-21 12:00:00,2020-03-26 00:00:00,+0000,,PC,57,80,57,,,8,46,,,0,0,1,,0,1,0,,0,4,73,R,,,9,
GFSX MOS GUIDANCE,GFSX,KJAN,2020-03-21 12:00:00,2020-03-26 12:00:00,+0000,,CL,58,80,57,,,2,7,,,0,0,1,,0,0,0,,2,4,59,R,,,5,
GFSX MOS GUIDANCE,GFSX,KJAN,2020-03-21 12:00:00,2020-03-27 00:00:00,+0000,,CL,61,88,64,,,7,7,,,0,0,0,,0,0,0,,3,9,80,R,,,14,
GFSX MOS GUIDANCE,GFSX,KJAN,2020-03-21 12:00:00,2020-03-27 12:00:00,+0000,,PC,64,88,64,,,14,29,,,0,0,1,,0,0,0,,7,9,66,R,,,10,
GFSX MOS GUIDANCE,GFSX,KJAN,2020-03-21 12:00:00,2020-03-28 00:00:00,+0000,,PC,66,88,65,,,15,29,,,2,0,2,,0,0,0,,9,16,79,R,,,21,
GFSX MOS GUIDANCE,GFSX,KJAN,2020-03-21 12:00:00,2020-03-28 12:00:00,+0000,,OV,63,88,65,,,26,55,,,0,0,3,,,,0,,16,16,67,R,,,12,
GFSX MOS GUIDANCE,GFSX,KJAN,2020-03-21 12:00:00,2020-03-29 00:00:00,+0000,,OV,56,75,56,,,51,55,,,1,0,3,,,,,,20,28,67,R,,,13,
GFSX MOS GUIDANCE,GFSX,KJAN,2020-03-21 12:00:00,2020-03-29 12:00:00,+0000,,OV,54,75,56,,,37,,,,2,0,3,,,,,,12,28,57,R,,,7,
GFSX MOS GUIDANCE,GFSX,KJAS,2020-03-21 12:00:00,2020-03-22 12:00:00,+0000,,OV,58,,57,,,99,99,,,0,1,0,,4,4,,,35,,59,R,,,5,
GFSX MOS GUIDANCE,GFSX,KJAS,2020-03-21 12:00:00,2020-03-23 00:00:00,+0000,,OV,64,76,66,,,49,99,,,0,0,0,,1,4,0,,24,60,75,R,,,4,
GFSX MOS GUIDANCE,GFSX,KJAS,2020-03-21 12:00:00,2020-03-23 12:00:00,+0000,,OV,66,76,66,,,26,33,,,0,1,0,,0,0,0,,27,60,67,R,,,3,
GFSX MOS GUIDANCE,GFSX,KJAS,2020-03-21 12:00:00,2020-03-24 00:00:00,+0000,,OV,64,83,68,,,27,33,,,1,0,0,,0,0,0,,8,13,79,R,,,8,
GFSX MOS GUIDANCE,GFSX,KJAS,2020-03-21 12:00:00,2020-03-24 12:00:00,+0000,,OV,67,83,68,,,7,27,,,0,0,1,,0,0,0,,4,13,69,R,,,8,
GFSX MOS GUIDANCE,GFSX,KJAS,2020-03-21 12:00:00,2020-03-25 00:00:00,+0000,,OV,62,81,61,,,27,27,,,1,0,0,,0,0,0,,10,10,77,R,,,14,
GFSX MOS GUIDANCE,GFSX,KJAS,2020-03-21 12:00:00,2020-03-25 12:00:00,+0000,,PC,60,81,61,,,24,24,,,0,0,0,,0,0,0,,8,10,61,R,,,8,
GFSX MOS GUIDANCE,GFSX,KJAS,2020-03-21 12:00:00,2020-03-26 00:00:00,+0000,,CL,56,87,62,,,5,24,,,0,0,1,,0,0,0,,0,3,82,R,,,6,
GFSX MOS GUIDANCE,GFSX,KJAS,2020-03-21 12:00:00,2020-03-26 12:00:00,+0000,,CL,62,87,62,,,8,9,,,0,0,1,,0,0,0,,3,3,63,R,,,2,
GFSX MOS GUIDANCE,GFSX,KJAS,2020-03-21 12:00:00,2020-03-27 00:00:00,+0000,,PC,66,87,63,,,9,9,,,0,0,1,,0,0,0,,4,9,81,R,,,11,
GFSX MOS GUIDANCE,GFSX,KJAS,2020-03-21 12:00:00,2020-03-27 12:00:00,+0000,,PC,65,87,63,,,14,30,,,0,0,1,,0,0,0,,5,9,65,R,,,7,
GFSX MOS GUIDANCE,GFSX,KJAS,2020-03-21 12:00:00,2020-03-28 00:00:00,+0000,,OV,67,84,66,,,21,30,,,2,0,2,,0,0,0,,13,20,79,R,,,13,
GFSX MOS GUIDANCE,GFSX,KJAS,2020-03-21 12:00:00,2020-03-28 12:00:00,+0000,,OV,65,84,66,,,28,60,,,0,0,3,,,,0,,17,20,67,R,,,6,
GFSX MOS GUIDANCE,GFSX,KJAS,2020-03-21 12:00:00,2020-03-29 00:00:00,+0000,,OV,61,76,59,,,48,60,,,1,0,3,,,,,,22,30,71,R,,,5,
GFSX MOS GUIDANCE,GFSX,KJAS,2020-03-21 12:00:00,2020-03-29 12:00:00,+0000,,OV,59,76,59,,,34,,,,2,0,3,,,,,,19,30,60,R,,,5,
GFSX MOS GUIDANCE,GFSX,KJBR,2020-03-21 12:00:00,2020-03-22 12:00:00,+0000,,OV,34,,36,,,2,76,,,0,1,0,,0,2,,,2,,38,R,,,6,
GFSX MOS GUIDANCE,GFSX,KJBR,2020-03-21 12:00:00,2020-03-23 00:00:00,+0000,,OV,45,50,48,,,69,76,,,0,0,0,,2,2,0,,4,23,48,R,,,8,
GFSX MOS GUIDANCE,GFSX,KJBR,2020-03-21 12:00:00,2020-03-23 12:00:00,+0000,,OV,50,50,48,,,80,85,,,1,0,0,,2,2,0,,23,23,50,R,,,6,
GFSX MOS GUIDANCE,GFSX,KJBR,2020-03-21 12:00:00,2020-03-24 00:00:00,+0000,,OV,57,67,60,,,14,85,,,1,0,0,,0,2,0,,2,45,62,R,,,5,
GFSX MOS GUIDANCE,GFSX,KJBR,2020-03-21 12:00:00,2020-03-24 12:00:00,+0000,,OV,61,67,60,,,71,73,,,1,0,0,,2,3,0,,42,45,63,R,,,13,
GFSX MOS GUIDANCE,GFSX,KJBR,2020-03-21 12:00:00,2020-03-25 00:00:00,+0000,,OV,59,80,51,,,57,73,,,1,0,0,,1,3,0,,24,28,75,R,,,22,
GFSX MOS GUIDANCE,GFSX,KJBR,2020-03-21 12:00:00,2020-03-25 12:00:00,+0000,,CL,48,80,51,,,19,22,,,0,0,0,,0,0,0,,12,28,53,R,,,10,
GFSX MOS GUIDANCE,GFSX,KJBR,2020-03-21 12:00:00,2020-03-26 00:00:00,+0000,,PC,52,70,57,,,8,22,,,1,0,0,,0,0,0,,1,3,65,R,,,7,
GFSX MOS GUIDANCE,GFSX,KJBR,2020-03-21 12:00:00,2020-03-26 12:00:00,+0000,,CL,55,70,57,,,6,11,,,0,0,1,,0,0,0,,3,3,59,R,,,7,
GFSX MOS GUIDANCE,GFSX,KJBR,2020-03-21 12:00:00,2020-03-27 00:00:00,+0000,,CL,61,82,60,,,10,11,,,1,0,0,,0,0,0,,9,16,77,R,,,19,
GFSX MOS GUIDANCE,GFSX,KJBR,2020-03-21 12:00:00,2020-03-27 12:00:00,+0000,,PC,59,82,60,,,22,40,,,1,0,2,,0,1,0,,14,16,62,R,,,15,
GFSX MOS GUIDANCE,GFSX,KJBR,2020-03-21 12:00:00,2020-03-28 00:00:00,+0000,,OV,60,80,52,,,32,40,,,2,0,4,,1,1,0,,15,27,72,R,,,21,
GFSX MOS GUIDANCE,GFSX,KJBR,2020-03-21 12:00:00,2020-03-28 12:00:00,+0000,,PC,46,80,52,,,48,51,,,3,0,5,,,,0,,21,27,53,R,,,12,
GFSX MOS GUIDANCE,GFSX,KJBR,2020-03-21 12:00:00,2020-03-29 00:00:00,+0000,,CL,43,65,47,,,27,51,,,4,0,3,,,,,,6,10,58,R,,,9,
GFSX MOS GUIDANCE,GFSX,KJBR,2020-03-21 12:00:00,2020-03-29 12:00:00,+0000,,CL,43,65,47,,,20,,,,4,0,3,,,,,,9,10,49,R,,,5,
GFSX MOS GUIDANCE,GFSX,KJCT,2020-03-21 12:00:00,2020-03-22 12:00:00,+0000,,OV,52,,50,,,13,19,,,0,1,0,,0,0,,,1,,52,R,,,4,
GFSX MOS GUIDANCE,GFSX,KJCT,2020-03-21 12:00:00,2020-03-23 00:00:00,+0000,,OV,58,72,55,,,11,19,,,0,0,0,,0,0,0,,0,2,72,R,,,7,
GFSX MOS GUIDANCE,GFSX,KJCT,2020-03-21 12:00:00,2020-03-23 12:00:00,+0000,,OV,56,72,55,,,1,1,,,1,0,0,,0,0,0,,2,2,57,R,,,5,
GFSX MOS GUIDANCE,GFSX,KJCT,2020-03-21 12:00:00,2020-03-24 00:00:00,+0000,,PC,62,79,57,,,1,1,,,1,0,0,,0,0,0,,5,11,76,R,,,9,
GFSX MOS GUIDANCE,GFSX,KJCT,2020-03-21 12:00:00,2020-03-24 12:00:00,+0000,,PC,56,79,57,,,11,15,,,0,0,1,,0,0,0,,6,11,60,R,,,8,
GFSX MOS GUIDANCE,GFSX,KJCT,2020-03-21 12:00:00,2020-03-25 00:00:00,+0000,,PC,38,85,48,,,15,15,,,1,0,0,,0,0,0,,1,3,81,R,,,11,
GFSX MOS GUIDANCE,GFSX,KJCT,2020-03-21 12:00:00,2020-03-25 12:00:00,+0000,,CL,46,85,48,,,5,5,,,0,0,0,,0,0,0,,0,3,49,R,,,6,
GFSX MOS GUIDANCE,GFSX,KJCT,2020-03-21 12:00:00,2020-03-26 00:00:00,+0000,,CL,49,92,58,,,2,5,,,0,0,1,,0,0,0,,0,3,87,R,,,8,
GFSX MOS GUIDANCE,GFSX,KJCT,2020-03-21 12:00:00,2020-03-26 12:00:00,+0000,,CL,57,92,58,,,5,11,,,0,0,1,,0,0,0,,2,3,61,R,,,6,
GFSX MOS GUIDANCE,GFSX,KJCT,2020-03-21 12:00:00,2020-03-27 00:00:00,+0000,,PC,58,90,60,,,11,11,,,0,0,1,,0,0,0,,6,26,85,R,,,12,
GFSX MOS GUIDANCE,GFSX,KJCT,2020-03-21 12:00:00,2020-03-27 12:00:00,+0000,,PC,59,90,60,,,16,23,,,0,0,2,,0,0,0,,12,26,63,R,,,10,
GFSX MOS GUIDANCE,GFSX,KJCT,2020-03-21 12:00:00,2020-03-28 00:00:00,+0000,,PC,46,82,52,,,20,23,,,2,0,4,,0,0,0,,5,12,75,R,,,8,
GFSX MOS GUIDANCE,GFSX,KJCT,2020-03-21 12:00:00,2020-03-28 12:00:00,+0000,,CL,48,82,52,,,19,19,,,2,0,3,,,,0,,9,12,55,R,,,12,
GFSX MOS GUIDANCE,GFSX,KJCT,2020-03-21 12:00:00,2020-03-29 00:00:00,+0000,,CL,38,84,45,,,12,19,,,4,0,3,,,,,,5,9,78,R,,,12,
GFSX MOS GUIDANCE,GFSX,KJCT,2020-03-21 12:00:00,2020-03-29 12:00:00,+0000,,CL,43,84,45,,,13,,,,2,0,1,,,,,,7,9,47,R,,,9,
GFSX MOS GUIDANCE,GFSX,KJDD,2020-03-21 12:00:00,2020-03-22 12:00:00,+0000,,OV,53,,54,,,93,93,,,0,0,0,,3,3,,,19,,55,R,,,3,
GFSX MOS GUIDANCE,GFSX,KJDD,2020-03-21 12:00:00,2020-03-23 00:00:00,+0000,,OV,61,72,61,,,40,93,,,0,0,0,,1,3,0,,2,28,72,R,,,5,
GFSX MOS GUIDANCE,GFSX,KJDD,2020-03-21 12:00:00,2020-03-23 12:00:00,+0000,,OV,62,72,61,,,34,45,,,0,1,0,,0,1,0,,27,28,62,R,,,4,
GFSX MOS GUIDANCE,GFSX,KJDD,2020-03-21 12:00:00,2020-03-24 00:00:00,+0000,,OV,62,81,65,,,21,45,,,1,0,0,,0,1,0,,12,22,78,R,,,9,
GFSX MOS GUIDANCE,GFSX,KJDD,2020-03-21 12:00:00,2020-03-24 12:00:00,+0000,,OV,63,81,65,,,17,33,,,1,0,0,,0,0,0,,16,22,67,R,,,13,
GFSX MOS GUIDANCE,GFSX,KJDD,2020-03-21 12:00:00,2020-03-25 00:00:00,+0000,,PC,49,83,55,,,33,33,,,1,0,0,,0,0,0,,7,9,78,R,,,16,
GFSX MOS GUIDANCE,GFSX,KJDD,2020-03-21 12:00:00,2020-03-25 12:00:00,+0000,,CL,53,83,55,,,4,5,,,1,0,0,,0,0,0,,0,9,56,R,,,5,
GFSX MOS GUIDANCE,GFSX,KJDD,2020-03-21 12:00:00,2020-03-26 00:00:00,+0000,,CL,53,84,63,,,1,5,,,0,0,1,,0,0,0,,0,3,79,R,,,9,
GFSX MOS GUIDANCE,GFSX,KJDD,2020-03-21 12:00:00,2020-03-26 12:00:00,+0000,,PC,61,84,63,,,5,13,,,0,0,1,,0,0,0,,3,3,65,R,,,7,
GFSX MOS GUIDANCE,GFSX,KJDD,2020-03-21 12:00:00,2020-03-27 00:00:00,+0000,,PC,62,88,64,,,13,13,,,0,0,0,,0,0,0,,10,15,83,R,,,11,
GFSX MOS GUIDANCE,GFSX,KJDD,2020-03-21 12:00:00,2020-03-27 12:00:00,+0000,,OV,62,88,64,,,28,42,,,0,0,3,,0,1,0,,15,15,66,R,,,13,
GFSX MOS GUIDANCE,GFSX,KJDD,2020-03-21 12:00:00,2020-03-28 00:00:00,+0000,,OV,56,79,50,,,33,42,,,2,0,3,,1,1,0,,12,21,74,R,,,15,
GFSX MOS GUIDANCE,GFSX,KJDD,2020-03-21 12:00:00,2020-03-28 12:00:00,+0000,,OV,47,79,50,,,35,43,,,2,0,3,,,,0,,12,21,51,R,,,4,
GFSX MOS GUIDANCE,GFSX,KJDD,2020-03-21 12:00:00,2020-03-29 00:00:00,+0000,,PC,48,70,51,,,26,43,,,2,0,2,,,,,,10,17,65,R,,,5,
GFSX MOS GUIDANCE,GFSX,KJDD,2020-03-21 12:00:00,2020-03-29 12:00:00,+0000,,PC,50,70,51,,,25,,,,2,0,2,,,,,,10,17,52,R,,,4,
GFSX MOS GUIDANCE,GFSX,KJFX,2020-03-21 12:00:00,2020-03-22 12:00:00,+0000,,PC,41,,43,,,2,50,,,0,0,0,,0,1,,,1,,44,R,,,4,
GFSX MOS GUIDANCE,GFSX,KJFX,2020-03-21 12:00:00,2020-03-23 00:00:00,+0000,,OV,51,69,58,,,50,50,,,0,0,0,,1,1,0,,4,43,64,R,,,2,
GFSX MOS GUIDANCE,GFSX,KJFX,2020-03-21 12:00:00,2020-03-23 12:00:00,+0000,,OV,59,69,58,,,87,94,,,0,1,0,,3,4,0,,40,43,60,R,,,4,
GFSX MOS GUIDANCE,GFSX,KJFX,2020-03-21 12:00:00,2020-03-24 00:00:00,+0000,,OV,63,74,59,,,88,94,,,1,0,0,,4,4,0,,56,56,71,R,,,4,
GFSX MOS GUIDANCE,GFSX,KJFX,2020-03-21 12:00:00,2020-03-24 12:00:00,+0000,,OV,61,74,59,,,27,55,,,1,0,0,,0,1,0,,11,56,61,R,,,3,
GFSX MOS GUIDANCE,GFSX,KJFX,2020-03-21 12:00:00,2020-03-25 00:00:00,+0000,,OV,62,81,58,,,47,55,,,1,0,0,,1,1,0,,23,55,78,R,,,12,
GFSX MOS GUIDANCE,GFSX,KJFX,2020-03-21 12:00:00,2020-03-25 12:00:00,+0000,,OV,59,81,58,,,67,73,,,2,0,0,,3,2,0,,44,55,59,R,,,8,
