model,short_model,station,forecast_datetime_gmt,datetime,tz_offset,CIG,CLD,DPT,Max_Temperature,Min_Temperature,OBV,P06,P12,P24,POS,POZ,PRS,PSN,PZP,Q06,Q12,Q24,SNW,T06,T12,T24,TMP,TYP,VIS,WDR,WND,WSP
GFSX MOS GUIDANCE,GFSX,KHIB,2020-03-21 00:00:00,2020-03-22 00:00:00,+0000,,PC,10,34,19,,,0,,,,0,97,0,,0,,,,3,3,31,S,,,7,
GFSX MOS GUIDANCE,GFSX,KHIB,2020-03-21 00:00:00,2020-03-22 12:00:00,+0000,,OV,16,34,19,,,29,,,,0,98,0,,0,,,,1,3,23,S,,,6,
GFSX MOS GUIDANCE,GFSX,KHIB,2020-03-21 00:00:00,2020-03-23 00:00:00,+0000,,OV,22,42,20,,,35,42,,,7,90,2,,1,1,1,,0,4,39,S,,,8,
GFSX MOS GUIDANCE,GFSX,KHIB,2020-03-21 00:00:00,2020-03-23 12:00:00,+0000,,PC,17,42,20,,,17,42,,,20,75,0,,0,1,1,,1,4,22,S,,,4,
GFSX MOS GUIDANCE,GFSX,KHIB,2020-03-21 00:00:00,2020-03-24 00:00:00,+0000,,CL,21,45,21,,,1,17,,,8,79,1,,0,0,0,,1,1,40,S,,,5,
GFSX MOS GUIDANCE,GFSX,KHIB,2020-03-21 00:00:00,2020-03-24 12:00:00,+0000,,PC,21,45,21,,,2,17,,,10,82,4,,0,0,0,,1,1,25,S,,,2,
GFSX MOS GUIDANCE,GFSX,KHIB,2020-03-21 00:00:00,2020-03-25 00:00:00,+0000,,OV,32,50,32,,,12,12,,,18,27,3,,0,0,0,,2,2,48,RS,,,8,
GFSX MOS GUIDANCE,GFSX,KHIB,2020-03-21 00:00:00,2020-03-25 12:00:00,+0000,,OV,30,50,32,,,37,12,,,10,7,0,,1,0,0,,2,2,35,R,,,6,
GFSX MOS GUIDANCE,GFSX,KHIB,2020-03-21 00:00:00,2020-03-26 00:00:00,+0000,,OV,27,47,19,,,26,47,,,22,23,1,,0,1,0,,2,2,44,RS,,,9,
GFSX MOS GUIDANCE,GFSX,KHIB,2020-03-21 00:00:00,2020-03-26 12:00:00,+0000,,OV,16,47,19,,,29,47,,,18,69,2,,1,1,0,,1,2,22,S,,,13,
GFSX MOS GUIDANCE,GFSX,KHIB,2020-03-21 00:00:00,2020-03-27 00:00:00,+0000,,CL,16,41,19,,,23,31,,,9,81,2,,0,0,0,,1,1,35,S,,,10,
GFSX MOS GUIDANCE,GFSX,KHIB,2020-03-21 00:00:00,2020-03-27 12:00:00,+0000,,CL,17,41,19,,,11,31,,,16,77,1,,0,0,0,,0,1,22,S,,,5,
GFSX MOS GUIDANCE,GFSX,KHIB,2020-03-21 00:00:00,2020-03-28 00:00:00,+0000,,PC,23,49,26,,,22,24,,,22,49,2,,,,,,1,1,44,S,,,9,
GFSX MOS GUIDANCE,GFSX,KHIB,2020-03-21 00:00:00,2020-03-28 12:00:00,+0000,,CL,23,49,26,,,12,24,,,20,48,2,,,,,,0,1,28,RS,,,5,
GFSX MOS GUIDANCE,GFSX,KHIB,2020-03-21 00:00:00,2020-03-29 00:00:00,+0000,,PC,25,53,,,,17,19,,,22,33,4,,,,,,1,,47,RS,,,8,
GFSX MOS GUIDANCE,GFSX,KHJH,2020-03-21 00:00:00,2020-03-22 00:00:00,+0000,,CL,18,49,33,,,2,,,,0,55,2,,0,,,,3,4,45,S,,,11,
GFSX MOS GUIDANCE,GFSX,KHJH,2020-03-21 00:00:00,2020-03-22 12:00:00,+0000,,OV,28,49,33,,,22,,,,6,5,3,,0,,,,1,4,35,R,,,7,
GFSX MOS GUIDANCE,GFSX,KHJH,2020-03-21 00:00:00,2020-03-23 00:00:00,+0000,,OV,34,52,34,,,41,52,,,7,11,0,,1,1,0,,1,1,47,R,,,4,
GFSX MOS GUIDANCE,GFSX,KHJH,2020-03-21 00:00:00,2020-03-23 12:00:00,+0000,,PC,34,52,34,,,3,52,,,3,0,2,,0,1,0,,1,1,37,R,,,4,
GFSX MOS GUIDANCE,GFSX,KHJH,2020-03-21 00:00:00,2020-03-24 00:00:00,+0000,,OV,36,62,44,,,3,10,,,3,6,0,,0,0,0,,3,30,58,R,,,11,
GFSX MOS GUIDANCE,GFSX,KHJH,2020-03-21 00:00:00,2020-03-24 12:00:00,+0000,,OV,39,62,44,,,77,10,,,4,2,2,,3,0,0,,30,30,45,R,,,12,
GFSX MOS GUIDANCE,GFSX,KHJH,2020-03-21 00:00:00,2020-03-25 00:00:00,+0000,,PC,36,64,41,,,14,80,,,3,0,2,,0,3,0,,2,3,59,R,,,9,
GFSX MOS GUIDANCE,GFSX,KHJH,2020-03-21 00:00:00,2020-03-25 12:00:00,+0000,,PC,37,64,41,,,6,80,,,0,3,1,,0,3,0,,3,3,43,R,,,9,
GFSX MOS GUIDANCE,GFSX,KHJH,2020-03-21 00:00:00,2020-03-26 00:00:00,+0000,,PC,26,62,34,,,12,12,,,3,4,2,,0,0,0,,2,2,56,R,,,17,
GFSX MOS GUIDANCE,GFSX,KHJH,2020-03-21 00:00:00,2020-03-26 12:00:00,+0000,,PC,25,62,34,,,12,12,,,16,18,4,,0,0,0,,2,2,36,R,,,17,
GFSX MOS GUIDANCE,GFSX,KHJH,2020-03-21 00:00:00,2020-03-27 00:00:00,+0000,,OV,22,52,30,,,16,22,,,18,19,6,,0,0,0,,3,3,48,R,,,11,
GFSX MOS GUIDANCE,GFSX,KHJH,2020-03-21 00:00:00,2020-03-27 12:00:00,+0000,,OV,25,52,30,,,18,22,,,8,8,1,,0,0,0,,2,3,32,R,,,10,
GFSX MOS GUIDANCE,GFSX,KHJH,2020-03-21 00:00:00,2020-03-28 00:00:00,+0000,,OV,26,57,31,,,19,28,,,11,9,2,,,,,,2,5,53,R,,,14,
GFSX MOS GUIDANCE,GFSX,KHJH,2020-03-21 00:00:00,2020-03-28 12:00:00,+0000,,OV,26,57,31,,,21,28,,,11,4,2,,,,,,5,5,33,R,,,13,
GFSX MOS GUIDANCE,GFSX,KHJH,2020-03-21 00:00:00,2020-03-29 00:00:00,+0000,,OV,27,59,,,,13,25,,,9,12,2,,,,,,5,,54,R,,,9,
GFSX MOS GUIDANCE,GFSX,KHLC,2020-03-21 00:00:00,2020-03-22 00:00:00,+0000,,PC,24,52,31,,,1,,,,0,33,10,,0,,,,2,2,50,R,,,14,
GFSX MOS GUIDANCE,GFSX,KHLC,2020-03-21 00:00:00,2020-03-22 12:00:00,+0000,,OV,29,52,31,,,43,,,,0,1,1,,1,,,,2,2,34,R,,,9,
GFSX MOS GUIDANCE,GFSX,KHLC,2020-03-21 00:00:00,2020-03-23 00:00:00,+0000,,PC,34,58,34,,,17,48,,,1,0,1,,0,1,0,,2,2,57,R,,,5,
GFSX MOS GUIDANCE,GFSX,KHLC,2020-03-21 00:00:00,2020-03-23 12:00:00,+0000,,CL,32,58,34,,,2,48,,,0,2,1,,0,1,0,,1,2,37,R,,,5,
GFSX MOS GUIDANCE,GFSX,KHLC,2020-03-21 00:00:00,2020-03-24 00:00:00,+0000,,OV,36,69,46,,,28,29,,,1,1,1,,0,0,0,,15,49,65,R,,,18,
GFSX MOS GUIDANCE,GFSX,KHLC,2020-03-21 00:00:00,2020-03-24 12:00:00,+0000,,OV,42,69,46,,,63,29,,,2,1,1,,3,0,0,,40,49,49,R,,,13,
GFSX MOS GUIDANCE,GFSX,KHLC,2020-03-21 00:00:00,2020-03-25 00:00:00,+0000,,PC,34,74,42,,,6,67,,,2,6,0,,0,3,0,,2,3,67,R,,,12,
GFSX MOS GUIDANCE,GFSX,KHLC,2020-03-21 00:00:00,2020-03-25 12:00:00,+0000,,PC,32,74,42,,,4,67,,,2,13,3,,0,3,0,,3,3,46,R,,,9,
GFSX MOS GUIDANCE,GFSX,KHLC,2020-03-21 00:00:00,2020-03-26 00:00:00,+0000,,PC,25,67,28,,,3,6,,,5,13,1,,0,0,0,,1,2,61,R,,,22,
GFSX MOS GUIDANCE,GFSX,KHLC,2020-03-21 00:00:00,2020-03-26 12:00:00,+0000,,PC,22,67,28,,,5,6,,,13,16,9,,0,0,0,,2,2,30,R,,,19,
GFSX MOS GUIDANCE,GFSX,KHLC,2020-03-21 00:00:00,2020-03-27 00:00:00,+0000,,OV,24,54,30,,,10,10,,,10,19,6,,0,0,0,,2,2,51,R,,,10,
GFSX MOS GUIDANCE,GFSX,KHLC,2020-03-21 00:00:00,2020-03-27 12:00:00,+0000,,OV,24,54,30,,,10,10,,,14,22,7,,0,0,0,,2,2,32,RS,,,10,
GFSX MOS GUIDANCE,GFSX,KHLC,2020-03-21 00:00:00,2020-03-28 00:00:00,+0000,,OV,27,56,33,,,16,23,,,16,20,7,,,,,,2,3,52,RS,,,16,
GFSX MOS GUIDANCE,GFSX,KHLC,2020-03-21 00:00:00,2020-03-28 12:00:00,+0000,,OV,28,56,33,,,25,23,,,9,21,0,,,,,,3,3,35,R,,,8,
GFSX MOS GUIDANCE,GFSX,KHLC,2020-03-21 00:00:00,2020-03-29 00:00:00,+0000,,PC,29,66,,,,11,29,,,9,26,1,,,,,,2,,61,R,,,13,
GFSX MOS GUIDANCE,GFSX,KHNB,2020-03-21 00:00:00,2020-03-22 00:00:00,+0000,,PC,24,50,32,,,0,,,,18,48,0,,0,,,,5,5,42,S,,,8,
GFSX MOS GUIDANCE,GFSX,KHNB,2020-03-21 00:00:00,2020-03-22 12:00:00,+0000,,CL,25,50,32,,,1,,,,14,11,13,,0,,,,2,5,34,R,,,8,
GFSX MOS GUIDANCE,GFSX,KHNB,2020-03-21 00:00:00,2020-03-23 00:00:00,+0000,,OV,36,54,43,,,27,27,,,0,7,6,,0,0,0,,4,7,50,R,,,8,
GFSX MOS GUIDANCE,GFSX,KHNB,2020-03-21 00:00:00,2020-03-23 12:00:00,+0000,,OV,41,54,43,,,73,27,,,1,0,0,,2,0,0,,7,7,46,R,,,5,
GFSX MOS GUIDANCE,GFSX,KHNB,2020-03-21 00:00:00,2020-03-24 00:00:00,+0000,,OV,42,61,43,,,20,77,,,1,0,0,,0,2,0,,2,6,54,R,,,5,
GFSX MOS GUIDANCE,GFSX,KHNB,2020-03-21 00:00:00,2020-03-24 12:00:00,+0000,,OV,40,61,43,,,1,77,,,3,0,0,,0,2,0,,1,6,45,R,,,5,
GFSX MOS GUIDANCE,GFSX,KHNB,2020-03-21 00:00:00,2020-03-25 00:00:00,+0000,,OV,51,67,49,,,68,68,,,1,1,0,,3,2,0,,35,42,64,R,,,14,
GFSX MOS GUIDANCE,GFSX,KHNB,2020-03-21 00:00:00,2020-03-25 12:00:00,+0000,,OV,44,67,49,,,36,68,,,1,0,0,,1,2,0,,22,42,50,R,,,13,
GFSX MOS GUIDANCE,GFSX,KHNB,2020-03-21 00:00:00,2020-03-26 00:00:00,+0000,,PC,44,67,55,,,4,38,,,1,0,0,,0,1,0,,2,6,62,R,,,9,
GFSX MOS GUIDANCE,GFSX,KHNB,2020-03-21 00:00:00,2020-03-26 12:00:00,+0000,,CL,49,67,55,,,9,38,,,1,0,2,,0,1,0,,6,6,57,R,,,11,
GFSX MOS GUIDANCE,GFSX,KHNB,2020-03-21 00:00:00,2020-03-27 00:00:00,+0000,,PC,53,73,51,,,11,11,,,1,3,0,,0,0,0,,2,17,65,R,,,11,
GFSX MOS GUIDANCE,GFSX,KHNB,2020-03-21 00:00:00,2020-03-27 12:00:00,+0000,,OV,45,73,51,,,27,11,,,3,0,5,,0,0,0,,17,17,51,R,,,12,
GFSX MOS GUIDANCE,GFSX,KHNB,2020-03-21 00:00:00,2020-03-28 00:00:00,+0000,,OV,42,60,46,,,29,44,,,2,2,4,,,,,,6,14,53,R,,,12,
GFSX MOS GUIDANCE,GFSX,KHNB,2020-03-21 00:00:00,2020-03-28 12:00:00,+0000,,OV,41,60,46,,,43,44,,,3,0,3,,,,,,9,14,48,R,,,17,
GFSX MOS GUIDANCE,GFSX,KHNB,2020-03-21 00:00:00,2020-03-29 00:00:00,+0000,,OV,40,60,,,,51,67,,,3,4,2,,,,,,11,,54,R,,,18,
GFSX MOS GUIDANCE,GFSX,KHNR,2020-03-21 00:00:00,2020-03-22 00:00:00,+0000,,PC,20,43,31,,,0,,,,0,96,0,,0,,,,4,5,40,S,,,10,
GFSX MOS GUIDANCE,GFSX,KHNR,2020-03-21 00:00:00,2020-03-22 12:00:00,+0000,,PC,29,43,31,,,0,,,,39,43,4,,0,,,,2,5,33,RS,,,7,
GFSX MOS GUIDANCE,GFSX,KHNR,2020-03-21 00:00:00,2020-03-23 00:00:00,+0000,,OV,34,45,32,,,22,24,,,14,12,2,,0,0,0,,1,1,43,R,,,9,
GFSX MOS GUIDANCE,GFSX,KHNR,2020-03-21 00:00:00,2020-03-23 12:00:00,+0000,,OV,34,45,32,,,10,24,,,4,0,1,,0,0,0,,1,1,34,R,,,6,
GFSX MOS GUIDANCE,GFSX,KHNR,2020-03-21 00:00:00,2020-03-24 00:00:00,+0000,,OV,39,54,43,,,7,10,,,6,7,0,,0,0,0,,1,3,51,R,,,10,
GFSX MOS GUIDANCE,GFSX,KHNR,2020-03-21 00:00:00,2020-03-24 12:00:00,+0000,,OV,42,54,43,,,68,10,,,6,0,1,,3,0,0,,3,3,45,R,,,13,
GFSX MOS GUIDANCE,GFSX,KHNR,2020-03-21 00:00:00,2020-03-25 00:00:00,+0000,,OV,38,52,34,,,68,68,,,7,2,1,,2,4,0,,3,4,48,R,,,13,
GFSX MOS GUIDANCE,GFSX,KHNR,2020-03-21 00:00:00,2020-03-25 12:00:00,+0000,,OV,34,52,34,,,4,68,,,1,6,0,,0,4,0,,2,4,36,R,,,8,
GFSX MOS GUIDANCE,GFSX,KHNR,2020-03-21 00:00:00,2020-03-26 00:00:00,+0000,,OV,38,54,33,,,23,23,,,3,7,0,,0,0,0,,10,11,47,R,,,18,
GFSX MOS GUIDANCE,GFSX,KHNR,2020-03-21 00:00:00,2020-03-26 12:00:00,+0000,,PC,32,54,33,,,16,23,,,25,21,4,,0,0,0,,4,11,35,RS,,,21,
GFSX MOS GUIDANCE,GFSX,KHNR,2020-03-21 00:00:00,2020-03-27 00:00:00,+0000,,OV,26,48,31,,,12,23,,,23,28,4,,0,0,0,,3,3,44,RS,,,13,
GFSX MOS GUIDANCE,GFSX,KHNR,2020-03-21 00:00:00,2020-03-27 12:00:00,+0000,,OV,29,48,31,,,12,23,,,14,30,2,,0,0,0,,3,3,32,R,,,8,
GFSX MOS GUIDANCE,GFSX,KHNR,2020-03-21 00:00:00,2020-03-28 00:00:00,+0000,,PC,30,52,34,,,15,22,,,13,24,2,,,,,,1,5,46,R,,,10,
GFSX MOS GUIDANCE,GFSX,KHNR,2020-03-21 00:00:00,2020-03-28 12:00:00,+0000,,OV,31,52,34,,,21,22,,,13,6,2,,,,,,4,5,35,R,,,8,
GFSX MOS GUIDANCE,GFSX,KHNR,2020-03-21 00:00:00,2020-03-29 00:00:00,+0000,,OV,33,51,,,,20,24,,,14,8,1,,,,,,3,,46,R,,,11,
GFSX MOS GUIDANCE,GFSX,KHON,2020-03-21 00:00:00,2020-03-22 00:00:00,+0000,,PC,21,40,26,,,1,,,,0,95,1,,0,,,,2,2,39,S,,,14,
GFSX MOS GUIDANCE,GFSX,KHON,2020-03-21 00:00:00,2020-03-22 12:00:00,+0000,,PC,25,40,26,,,0,,,,32,51,6,,0,,,,0,2,29,S,,,8,
GFSX MOS GUIDANCE,GFSX,KHON,2020-03-21 00:00:00,2020-03-23 00:00:00,+0000,,PC,27,52,26,,,16,16,,,21,13,2,,0,0,0,,1,1,45,R,,,6,
GFSX MOS GUIDANCE,GFSX,KHON,2020-03-21 00:00:00,2020-03-23 12:00:00,+0000,,PC,25,52,26,,,16,16,,,35,41,3,,0,0,0,,0,1,28,RS,,,6,
GFSX MOS GUIDANCE,GFSX,KHON,2020-03-21 00:00:00,2020-03-24 00:00:00,+0000,,PC,36,53,39,,,4,17,,,8,15,2,,0,0,0,,0,8,51,R,,,12,
GFSX MOS GUIDANCE,GFSX,KHON,2020-03-21 00:00:00,2020-03-24 12:00:00,+0000,,OV,39,53,39,,,32,17,,,4,0,0,,1,0,0,,8,8,42,R,,,13,
GFSX MOS GUIDANCE,GFSX,KHON,2020-03-21 00:00:00,2020-03-25 00:00:00,+0000,,OV,39,59,33,,,15,37,,,5,3,1,,0,1,0,,5,12,54,R,,,12,
GFSX MOS GUIDANCE,GFSX,KHON,2020-03-21 00:00:00,2020-03-25 12:00:00,+0000,,OV,34,59,33,,,23,37,,,4,7,1,,0,1,0,,9,12,36,R,,,8,
GFSX MOS GUIDANCE,GFSX,KHON,2020-03-21 00:00:00,2020-03-26 00:00:00,+0000,,OV,25,43,17,,,80,80,,,24,21,2,,4,4,0,,3,3,37,RS,,,22,
GFSX MOS GUIDANCE,GFSX,KHON,2020-03-21 00:00:00,2020-03-26 12:00:00,+0000,,OV,14,43,17,,,23,80,,,12,80,3,,0,4,0,,1,3,19,S,,,22,
GFSX MOS GUIDANCE,GFSX,KHON,2020-03-21 00:00:00,2020-03-27 00:00:00,+0000,,CL,18,44,25,,,5,27,,,7,82,2,,0,0,0,,1,1,40,S,,,10,
GFSX MOS GUIDANCE,GFSX,KHON,2020-03-21 00:00:00,2020-03-27 12:00:00,+0000,,CL,22,44,25,,,5,27,,,9,70,4,,0,0,0,,0,1,28,S,,,8,
GFSX MOS GUIDANCE,GFSX,KHON,2020-03-21 00:00:00,2020-03-28 00:00:00,+0000,,PC,28,55,31,,,6,7,,,22,33,6,,,,,,1,1,51,RS,,,10,
GFSX MOS GUIDANCE,GFSX,KHON,2020-03-21 00:00:00,2020-03-28 12:00:00,+0000,,CL,27,55,31,,,5,7,,,19,35,4,,,,,,1,1,33,RS,,,7,
GFSX MOS GUIDANCE,GFSX,KHON,2020-03-21 00:00:00,2020-03-29 00:00:00,+0000,,CL,29,58,,,,9,9,,,17,36,3,,,,,,2,,53,RS,,,11,
GFSX MOS GUIDANCE,GFSX,KHOP,2020-03-21 00:00:00,2020-03-22 00:00:00,+0000,,PC,34,50,36,,,2,,,,14,7,0,,0,,,,3,3,45,R,,,10,
GFSX MOS GUIDANCE,GFSX,KHOP,2020-03-21 00:00:00,2020-03-22 12:00:00,+0000,,PC,32,50,36,,,3,,,,0,0,0,,0,,,,1,3,38,R,,,6,
GFSX MOS GUIDANCE,GFSX,KHOP,2020-03-21 00:00:00,2020-03-23 00:00:00,+0000,,OV,38,62,47,,,72,78,,,1,0,0,,2,2,0,,10,23,55,R,,,7,
GFSX MOS GUIDANCE,GFSX,KHOP,2020-03-21 00:00:00,2020-03-23 12:00:00,+0000,,OV,47,62,47,,,79,78,,,1,0,0,,3,2,0,,21,23,49,R,,,5,
GFSX MOS GUIDANCE,GFSX,KHOP,2020-03-21 00:00:00,2020-03-24 00:00:00,+0000,,OV,49,63,48,,,13,82,,,1,0,0,,0,3,0,,2,6,58,R,,,6,
GFSX MOS GUIDANCE,GFSX,KHOP,2020-03-21 00:00:00,2020-03-24 12:00:00,+0000,,OV,48,63,48,,,4,82,,,2,0,0,,0,3,0,,2,6,50,R,,,8,
GFSX MOS GUIDANCE,GFSX,KHOP,2020-03-21 00:00:00,2020-03-25 00:00:00,+0000,,OV,58,71,52,,,72,72,,,1,1,0,,4,4,0,,50,50,68,R,,,19,
GFSX MOS GUIDANCE,GFSX,KHOP,2020-03-21 00:00:00,2020-03-25 12:00:00,+0000,,PC,49,71,52,,,35,72,,,1,0,0,,1,4,0,,25,50,53,R,,,16,
GFSX MOS GUIDANCE,GFSX,KHOP,2020-03-21 00:00:00,2020-03-26 00:00:00,+0000,,CL,47,75,58,,,10,35,,,1,0,0,,0,1,0,,0,5,70,R,,,8,
GFSX MOS GUIDANCE,GFSX,KHOP,2020-03-21 00:00:00,2020-03-26 12:00:00,+0000,,CL,53,75,58,,,8,35,,,1,0,2,,0,1,0,,5,5,60,R,,,8,
GFSX MOS GUIDANCE,GFSX,KHOP,2020-03-21 00:00:00,2020-03-27 00:00:00,+0000,,OV,57,78,60,,,25,25,,,1,2,0,,0,0,0,,11,33,73,R,,,16,
GFSX MOS GUIDANCE,GFSX,KHOP,2020-03-21 00:00:00,2020-03-27 12:00:00,+0000,,OV,57,78,60,,,38,25,,,2,0,5,,1,0,0,,19,33,62,R,,,11,
GFSX MOS GUIDANCE,GFSX,KHOP,2020-03-21 00:00:00,2020-03-28 00:00:00,+0000,,OV,57,68,50,,,51,71,,,2,1,4,,,,,,20,34,63,R,,,11,
GFSX MOS GUIDANCE,GFSX,KHOP,2020-03-21 00:00:00,2020-03-28 12:00:00,+0000,,OV,51,68,50,,,53,71,,,3,0,3,,,,,,17,34,52,R,,,12,
GFSX MOS GUIDANCE,GFSX,KHOP,2020-03-21 00:00:00,2020-03-29 00:00:00,+0000,,OV,53,70,,,,46,73,,,2,3,1,,,,,,13,,65,R,,,20,
GFSX MOS GUIDANCE,GFSX,KHSB,2020-03-21 00:00:00,2020-03-22 00:00:00,+0000,,PC,30,48,33,,,0,,,,20,38,0,,0,,,,5,6,44,RS,,,8,
GFSX MOS GUIDANCE,GFSX,KHSB,2020-03-21 00:00:00,2020-03-22 12:00:00,+0000,,PC,32,48,33,,,1,,,,6,0,7,,0,,,,2,6,35,R,,,6,
GFSX MOS GUIDANCE,GFSX,KHSB,2020-03-21 00:00:00,2020-03-23 00:00:00,+0000,,OV,37,53,42,,,30,30,,,2,0,2,,0,0,0,,2,15,48,R,,,6,
GFSX MOS GUIDANCE,GFSX,KHSB,2020-03-21 00:00:00,2020-03-23 12:00:00,+0000,,OV,43,53,42,,,56,30,,,1,0,0,,1,0,0,,15,15,45,R,,,4,
GFSX MOS GUIDANCE,GFSX,KHSB,2020-03-21 00:00:00,2020-03-24 00:00:00,+0000,,OV,47,59,43,,,6,56,,,1,0,0,,0,1,0,,1,7,54,R,,,4,
GFSX MOS GUIDANCE,GFSX,KHSB,2020-03-21 00:00:00,2020-03-24 12:00:00,+0000,,OV,45,59,43,,,15,56,,,3,0,0,,0,1,0,,2,7,45,R,,,5,
GFSX MOS GUIDANCE,GFSX,KHSB,2020-03-21 00:00:00,2020-03-25 00:00:00,+0000,,OV,51,72,47,,,70,70,,,1,0,0,,4,3,0,,45,45,66,R,,,15,
GFSX MOS GUIDANCE,GFSX,KHSB,2020-03-21 00:00:00,2020-03-25 12:00:00,+0000,,CL,46,72,47,,,24,70,,,1,0,0,,0,3,0,,13,45,48,R,,,12,
GFSX MOS GUIDANCE,GFSX,KHSB,2020-03-21 00:00:00,2020-03-26 00:00:00,+0000,,PC,49,66,53,,,2,24,,,1,0,0,,0,0,0,,1,6,61,R,,,7,
GFSX MOS GUIDANCE,GFSX,KHSB,2020-03-21 00:00:00,2020-03-26 12:00:00,+0000,,CL,52,66,53,,,8,24,,,1,0,2,,0,0,0,,6,6,56,R,,,8,
GFSX MOS GUIDANCE,GFSX,KHSB,2020-03-21 00:00:00,2020-03-27 00:00:00,+0000,,OV,50,73,47,,,17,17,,,1,1,0,,0,0,0,,9,14,67,R,,,8,
GFSX MOS GUIDANCE,GFSX,KHSB,2020-03-21 00:00:00,2020-03-27 12:00:00,+0000,,OV,45,73,47,,,25,17,,,2,0,5,,0,0,0,,12,14,49,R,,,11,
GFSX MOS GUIDANCE,GFSX,KHSB,2020-03-21 00:00:00,2020-03-28 00:00:00,+0000,,OV,47,62,49,,,37,57,,,2,0,4,,,,,,10,18,56,R,,,13,
GFSX MOS GUIDANCE,GFSX,KHSB,2020-03-21 00:00:00,2020-03-28 12:00:00,+0000,,OV,47,62,49,,,45,57,,,2,0,3,,,,,,12,18,51,R,,,15,
GFSX MOS GUIDANCE,GFSX,KHSB,2020-03-21 00:00:00,2020-03-29 00:00:00,+0000,,OV,45,63,,,,42,68,,,3,0,2,,,,,,10,,58,R,,,15,
GFSX MOS GUIDANCE,GFSX,KHSI,2020-03-21 00:00:00,2020-03-22 00:00:00,+0000,,CL,20,48,31,,,0,,,,3,53,8,,0,,,,3,3,45,S,,,12,
GFSX MOS GUIDANCE,GFSX,KHSI,2020-03-21 00:00:00,2020-03-22 12:00:00,+0000,,OV,27,48,31,,,7,,,,9,13,2,,0,,,,0,3,34,R,,,7,
GFSX MOS GUIDANCE,GFSX,KHSI,2020-03-21 00:00:00,2020-03-23 00:00:00,+0000,,OV,34,52,34,,,27,31,,,6,10,0,,0,0,0,,1,3,50,R,,,5,
GFSX MOS GUIDANCE,GFSX,KHSI,2020-03-21 00:00:00,2020-03-23 12:00:00,+0000,,PC,32,52,34,,,6,31,,,5,0,2,,0,0,0,,3,3,36,R,,,7,
GFSX MOS GUIDANCE,GFSX,KHSI,2020-03-21 00:00:00,2020-03-24 00:00:00,+0000,,OV,37,64,41,,,5,15,,,5,6,0,,0,0,0,,3,26,61,R,,,12,
GFSX MOS GUIDANCE,GFSX,KHSI,2020-03-21 00:00:00,2020-03-24 12:00:00,+0000,,OV,37,64,41,,,67,15,,,2,1,1,,2,0,0,,26,26,44,R,,,12,
GFSX MOS GUIDANCE,GFSX,KHSI,2020-03-21 00:00:00,2020-03-25 00:00:00,+0000,,PC,36,64,41,,,14,68,,,5,7,3,,0,2,0,,4,4,62,R,,,9,
GFSX MOS GUIDANCE,GFSX,KHSI,2020-03-21 00:00:00,2020-03-25 12:00:00,+0000,,PC,35,64,41,,,6,68,,,3,4,1,,0,2,0,,3,4,43,R,,,8,
GFSX MOS GUIDANCE,GFSX,KHSI,2020-03-21 00:00:00,2020-03-26 00:00:00,+0000,,PC,29,62,29,,,13,13,,,4,5,2,,0,0,0,,2,2,51,R,,,26,
GFSX MOS GUIDANCE,GFSX,KHSI,2020-03-21 00:00:00,2020-03-26 12:00:00,+0000,,OV,24,62,29,,,13,13,,,20,23,2,,0,0,0,,2,2,31,R,,,26,
GFSX MOS GUIDANCE,GFSX,KHSI,2020-03-21 00:00:00,2020-03-27 00:00:00,+0000,,OV,21,52,31,,,16,25,,,16,31,5,,0,0,0,,3,3,48,RS,,,13,
GFSX MOS GUIDANCE,GFSX,KHSI,2020-03-21 00:00:00,2020-03-27 12:00:00,+0000,,OV,24,52,31,,,17,25,,,10,16,1,,0,0,0,,2,3,33,R,,,10,
GFSX MOS GUIDANCE,GFSX,KHSI,2020-03-21 00:00:00,2020-03-28 00:00:00,+0000,,OV,25,55,33,,,18,25,,,12,18,2,,,,,,2,4,50,R,,,13,
GFSX MOS GUIDANCE,GFSX,KHSI,2020-03-21 00:00:00,2020-03-28 12:00:00,+0000,,OV,28,55,33,,,16,25,,,11,7,2,,,,,,4,4,35,R,,,13,
GFSX MOS GUIDANCE,GFSX,KHSI,2020-03-21 00:00:00,2020-03-29 00:00:00,+0000,,PC,27,61,,,,7,25,,,8,18,2,,,,,,4,,56,R,,,11,
GFSX MOS GUIDANCE,GFSX,KHTL,2020-03-21 00:00:00,2020-03-22 00:00:00,+0000,,CL,4,31,5,,,0,,,,0,98,0,,0,,,,6,6,21,S,,,6,
GFSX MOS GUIDANCE,GFSX,KHTL,2020-03-21 00:00:00,2020-03-22 12:00:00,+0000,,PC,3,31,5,,,0,,,,0,98,1,,0,,,,1,6,9,S,,,4,
GFSX MOS GUIDANCE,GFSX,KHTL,2020-03-21 00:00:00,2020-03-23 00:00:00,+0000,,PC,13,38,20,,,0,0,,,0,99,1,,0,0,0,,5,5,30,S,,,8,
GFSX MOS GUIDANCE,GFSX,KHTL,2020-03-21 00:00:00,2020-03-23 12:00:00,+0000,,OV,21,38,20,,,25,0,,,12,85,0,,0,0,0,,2,5,23,S,,,5,
GFSX MOS GUIDANCE,GFSX,KHTL,2020-03-21 00:00:00,2020-03-24 00:00:00,+0000,,OV,29,42,26,,,14,25,,,23,42,0,,0,0,0,,1,1,36,S,,,7,
