model,short_model,station,forecast_datetime_gmt,datetime,tz_offset,CIG,CLD,DPT,Max_Temperature,Min_Temperature,OBV,P06,P12,P24,POS,POZ,PRS,PSN,PZP,Q06,Q12,Q24,SNW,T06,T12,T24,TMP,TYP,VIS,WDR,WND,WSP
GFSX MOS GUIDANCE,GFSX,PHBK,2020-03-21 00:00:00,2020-03-22 00:00:00,+0000,,PC,69,82,68,,,37,,,,,,,,0,,,,,,79,,,,8,
GFSX MOS GUIDANCE,GFSX,PHBK,2020-03-21 00:00:00,2020-03-22 12:00:00,+0000,,PC,65,82,68,,,28,,,,,,,,0,,,,,,70,,,,8,
GFSX MOS GUIDANCE,GFSX,PHBK,2020-03-21 00:00:00,2020-03-23 00:00:00,+0000,,PC,66,82,66,,,17,35,,,,,,,0,0,,,,,80,,,,8,
GFSX MOS GUIDANCE,GFSX,PHBK,2020-03-21 00:00:00,2020-03-23 12:00:00,+0000,,PC,59,82,66,,,65,35,,,,,,,1,0,,,,,69,,,,8,
GFSX MOS GUIDANCE,GFSX,PHBK,2020-03-21 00:00:00,2020-03-24 00:00:00,+0000,,OV,61,80,63,,,34,54,,,,,,,0,1,,,,,79,,,,13,
GFSX MOS GUIDANCE,GFSX,PHBK,2020-03-21 00:00:00,2020-03-24 12:00:00,+0000,,PC,56,80,63,,,56,54,,,,,,,1,1,,,,,67,,,,13,
GFSX MOS GUIDANCE,GFSX,PHBK,2020-03-21 00:00:00,2020-03-25 00:00:00,+0000,,PC,58,80,64,,,46,75,,,,,,,1,1,,,,,79,,,,9,
GFSX MOS GUIDANCE,GFSX,PHBK,2020-03-21 00:00:00,2020-03-25 12:00:00,+0000,,PC,57,80,64,,,60,75,,,,,,,1,1,,,,,67,,,,9,
GFSX MOS GUIDANCE,GFSX,PHBK,2020-03-21 00:00:00,2020-03-26 00:00:00,+0000,,OV,58,81,64,,,49,91,,,,,,,1,2,,,,,79,,,,10,
GFSX MOS GUIDANCE,GFSX,PHBK,2020-03-21 00:00:00,2020-03-26 12:00:00,+0000,,OV,56,81,64,,,44,91,,,,,,,1,2,,,,,67,,,,11,
GFSX MOS GUIDANCE,GFSX,PHBK,2020-03-21 00:00:00,2020-03-27 00:00:00,+0000,,PC,59,80,64,,,27,66,,,,,,,0,1,,,,,78,,,,11,
GFSX MOS GUIDANCE,GFSX,PHBK,2020-03-21 00:00:00,2020-03-27 12:00:00,+0000,,PC,56,80,64,,,54,66,,,,,,,1,1,,,,,67,,,,11,
GFSX MOS GUIDANCE,GFSX,PHBK,2020-03-21 00:00:00,2020-03-28 00:00:00,+0000,,PC,59,80,64,,,31,64,,,,,,,,,,,,,78,,,,15,
GFSX MOS GUIDANCE,GFSX,PHBK,2020-03-21 00:00:00,2020-03-28 12:00:00,+0000,,PC,55,80,64,,,58,64,,,,,,,,,,,,,67,,,,15,
GFSX MOS GUIDANCE,GFSX,PHBK,2020-03-21 00:00:00,2020-03-29 00:00:00,+0000,,PC,59,79,,,,,58,,,,,,,,,,,,,78,,,,15,
GFSX MOS GUIDANCE,GFSX,PHHI,2020-03-21 00:00:00,2020-03-22 00:00:00,+0000,,PC,69,77,66,,,25,,,,,,,,0,,,,,,74,,,,7,
GFSX MOS GUIDANCE,GFSX,PHHI,2020-03-21 00:00:00,2020-03-22 12:00:00,+0000,,PC,64,77,66,,,10,,,,,,,,0,,,,,,68,,,,7,
GFSX MOS GUIDANCE,GFSX,PHHI,2020-03-21 00:00:00,2020-03-23 00:00:00,+0000,,PC,63,76,66,,,15,30,,,,,,,0,0,,,,,75,,,,11,
GFSX MOS GUIDANCE,GFSX,PHHI,2020-03-21 00:00:00,2020-03-23 12:00:00,+0000,,PC,62,76,66,,,15,30,,,,,,,0,0,,,,,68,,,,11,
GFSX MOS GUIDANCE,GFSX,PHHI,2020-03-21 00:00:00,2020-03-24 00:00:00,+0000,,PC,59,74,63,,,17,27,,,,,,,0,0,,,,,72,,,,15,
GFSX MOS GUIDANCE,GFSX,PHHI,2020-03-21 00:00:00,2020-03-24 12:00:00,+0000,,PC,56,74,63,,,13,27,,,,,,,0,0,,,,,65,,,,15,
GFSX MOS GUIDANCE,GFSX,PHHI,2020-03-21 00:00:00,2020-03-25 00:00:00,+0000,,PC,57,75,65,,,20,19,,,,,,,0,0,,,,,73,,,,16,
GFSX MOS GUIDANCE,GFSX,PHHI,2020-03-21 00:00:00,2020-03-25 12:00:00,+0000,,PC,60,75,65,,,11,19,,,,,,,0,0,,,,,67,,,,16,
GFSX MOS GUIDANCE,GFSX,PHHI,2020-03-21 00:00:00,2020-03-26 00:00:00,+0000,,PC,60,74,64,,,15,25,,,,,,,0,0,,,,,73,,,,15,
GFSX MOS GUIDANCE,GFSX,PHHI,2020-03-21 00:00:00,2020-03-26 12:00:00,+0000,,PC,59,74,64,,,15,25,,,,,,,0,0,,,,,66,,,,15,
GFSX MOS GUIDANCE,GFSX,PHHI,2020-03-21 00:00:00,2020-03-27 00:00:00,+0000,,PC,58,75,63,,,14,26,,,,,,,0,0,,,,,74,,,,13,
GFSX MOS GUIDANCE,GFSX,PHHI,2020-03-21 00:00:00,2020-03-27 12:00:00,+0000,,PC,59,75,63,,,18,26,,,,,,,0,0,,,,,65,,,,13,
GFSX MOS GUIDANCE,GFSX,PHHI,2020-03-21 00:00:00,2020-03-28 00:00:00,+0000,,PC,57,76,62,,,19,30,,,,,,,,,,,,,74,,,,11,
GFSX MOS GUIDANCE,GFSX,PHHI,2020-03-21 00:00:00,2020-03-28 12:00:00,+0000,,PC,58,76,62,,,20,30,,,,,,,,,,,,,64,,,,11,
GFSX MOS GUIDANCE,GFSX,PHHI,2020-03-21 00:00:00,2020-03-29 00:00:00,+0000,,PC,57,75,,,,,27,,,,,,,,,,,,,73,,,,13,
GFSX MOS GUIDANCE,GFSX,PHJH,2020-03-21 00:00:00,2020-03-22 00:00:00,+0000,,PC,66,80,,,,17,,,,,,,,0,,,,,,78,,,,10,
GFSX MOS GUIDANCE,GFSX,PHJH,2020-03-21 00:00:00,2020-03-22 12:00:00,+0000,,PC,,80,,,,8,,,,,,,,0,,,,,,,,,,11,
GFSX MOS GUIDANCE,GFSX,PHJH,2020-03-21 00:00:00,2020-03-23 00:00:00,+0000,,PC,64,77,,,,23,36,,,,,,,0,0,,,,,76,,,,16,
GFSX MOS GUIDANCE,GFSX,PHJH,2020-03-21 00:00:00,2020-03-23 12:00:00,+0000,,CL,,77,,,,28,36,,,,,,,0,0,,,,,,,,,16,
GFSX MOS GUIDANCE,GFSX,PHJH,2020-03-21 00:00:00,2020-03-24 00:00:00,+0000,,PC,61,76,,,,25,38,,,,,,,0,0,,,,,75,,,,19,
GFSX MOS GUIDANCE,GFSX,PHJH,2020-03-21 00:00:00,2020-03-24 12:00:00,+0000,,PC,,76,,,,23,38,,,,,,,0,0,,,,,,,,,20,
GFSX MOS GUIDANCE,GFSX,PHJH,2020-03-21 00:00:00,2020-03-25 00:00:00,+0000,,PC,59,76,,,,20,32,,,,,,,0,0,,,,,75,,,,19,
GFSX MOS GUIDANCE,GFSX,PHJH,2020-03-21 00:00:00,2020-03-25 12:00:00,+0000,,PC,,76,,,,30,32,,,,,,,0,0,,,,,,,,,19,
GFSX MOS GUIDANCE,GFSX,PHJH,2020-03-21 00:00:00,2020-03-26 00:00:00,+0000,,PC,62,76,,,,36,49,,,,,,,0,1,,,,,74,,,,22,
GFSX MOS GUIDANCE,GFSX,PHJH,2020-03-21 00:00:00,2020-03-26 12:00:00,+0000,,PC,,76,,,,40,49,,,,,,,0,1,,,,,,,,,21,
GFSX MOS GUIDANCE,GFSX,PHJH,2020-03-21 00:00:00,2020-03-27 00:00:00,+0000,,PC,62,77,,,,29,51,,,,,,,0,1,,,,,75,,,,17,
GFSX MOS GUIDANCE,GFSX,PHJH,2020-03-21 00:00:00,2020-03-27 12:00:00,+0000,,PC,,77,,,,28,51,,,,,,,0,1,,,,,,,,,17,
GFSX MOS GUIDANCE,GFSX,PHJH,2020-03-21 00:00:00,2020-03-28 00:00:00,+0000,,PC,62,77,,,,35,34,,,,,,,,,,,,,76,,,,16,
GFSX MOS GUIDANCE,GFSX,PHJH,2020-03-21 00:00:00,2020-03-28 12:00:00,+0000,,PC,,77,,,,35,34,,,,,,,,,,,,,,,,,16,
GFSX MOS GUIDANCE,GFSX,PHJH,2020-03-21 00:00:00,2020-03-29 00:00:00,+0000,,PC,61,76,,,,,45,,,,,,,,,,,,,75,,,,15,
GFSX MOS GUIDANCE,GFSX,PHJR,2020-03-21 00:00:00,2020-03-22 00:00:00,+0000,,CL,67,82,68,,,24,,,,,,,,0,,,,,,80,,,,7,
GFSX MOS GUIDANCE,GFSX,PHJR,2020-03-21 00:00:00,2020-03-22 12:00:00,+0000,,PC,63,82,68,,,10,,,,,,,,0,,,,,,70,,,,7,
GFSX MOS GUIDANCE,GFSX,PHJR,2020-03-21 00:00:00,2020-03-23 00:00:00,+0000,,CL,62,82,66,,,14,28,,,,,,,0,0,,,,,79,,,,9,
GFSX MOS GUIDANCE,GFSX,PHJR,2020-03-21 00:00:00,2020-03-23 12:00:00,+0000,,CL,60,82,66,,,12,28,,,,,,,0,0,,,,,68,,,,8,
GFSX MOS GUIDANCE,GFSX,PHJR,2020-03-21 00:00:00,2020-03-24 00:00:00,+0000,,PC,58,82,66,,,15,24,,,,,,,0,0,,,,,80,,,,11,
GFSX MOS GUIDANCE,GFSX,PHJR,2020-03-21 00:00:00,2020-03-24 12:00:00,+0000,,CL,57,82,66,,,11,24,,,,,,,0,0,,,,,69,,,,10,
GFSX MOS GUIDANCE,GFSX,PHJR,2020-03-21 00:00:00,2020-03-25 00:00:00,+0000,,PC,57,82,69,,,18,16,,,,,,,0,0,,,,,80,,,,12,
GFSX MOS GUIDANCE,GFSX,PHJR,2020-03-21 00:00:00,2020-03-25 12:00:00,+0000,,CL,60,82,69,,,8,16,,,,,,,0,0,,,,,71,,,,12,
GFSX MOS GUIDANCE,GFSX,PHJR,2020-03-21 00:00:00,2020-03-26 00:00:00,+0000,,PC,57,82,66,,,15,22,,,,,,,0,0,,,,,80,,,,12,
GFSX MOS GUIDANCE,GFSX,PHJR,2020-03-21 00:00:00,2020-03-26 12:00:00,+0000,,CL,59,82,66,,,14,22,,,,,,,0,0,,,,,69,,,,10,
GFSX MOS GUIDANCE,GFSX,PHJR,2020-03-21 00:00:00,2020-03-27 00:00:00,+0000,,PC,59,82,65,,,13,25,,,,,,,0,0,,,,,80,,,,10,
GFSX MOS GUIDANCE,GFSX,PHJR,2020-03-21 00:00:00,2020-03-27 12:00:00,+0000,,PC,59,82,65,,,16,25,,,,,,,0,0,,,,,68,,,,10,
GFSX MOS GUIDANCE,GFSX,PHJR,2020-03-21 00:00:00,2020-03-28 00:00:00,+0000,,PC,59,81,65,,,17,29,,,,,,,,,,,,,79,,,,10,
GFSX MOS GUIDANCE,GFSX,PHJR,2020-03-21 00:00:00,2020-03-28 12:00:00,+0000,,PC,59,81,65,,,19,29,,,,,,,,,,,,,68,,,,10,
GFSX MOS GUIDANCE,GFSX,PHJR,2020-03-21 00:00:00,2020-03-29 00:00:00,+0000,,CL,58,81,,,,,26,,,,,,,,,,,,,78,,,,12,
GFSX MOS GUIDANCE,GFSX,PHKO,2020-03-21 00:00:00,2020-03-22 00:00:00,+0000,,PC,68,84,72,,,8,,,,,,,,0,,,,,,82,,,,12,
GFSX MOS GUIDANCE,GFSX,PHKO,2020-03-21 00:00:00,2020-03-22 12:00:00,+0000,,OV,64,84,72,,,6,,,,,,,,0,,,,,,74,,,,10,
GFSX MOS GUIDANCE,GFSX,PHKO,2020-03-21 00:00:00,2020-03-23 00:00:00,+0000,,CL,63,83,70,,,6,11,,,,,,,0,0,,,,,80,,,,9,
GFSX MOS GUIDANCE,GFSX,PHKO,2020-03-21 00:00:00,2020-03-23 12:00:00,+0000,,PC,62,83,70,,,6,11,,,,,,,0,0,,,,,73,,,,9,
GFSX MOS GUIDANCE,GFSX,PHKO,2020-03-21 00:00:00,2020-03-24 00:00:00,+0000,,PC,61,82,69,,,7,13,,,,,,,0,0,,,,,80,,,,10,
GFSX MOS GUIDANCE,GFSX,PHKO,2020-03-21 00:00:00,2020-03-24 12:00:00,+0000,,PC,58,82,69,,,2,13,,,,,,,0,0,,,,,72,,,,10,
GFSX MOS GUIDANCE,GFSX,PHKO,2020-03-21 00:00:00,2020-03-25 00:00:00,+0000,,CL,61,83,69,,,2,7,,,,,,,0,0,,,,,81,,,,11,
GFSX MOS GUIDANCE,GFSX,PHKO,2020-03-21 00:00:00,2020-03-25 12:00:00,+0000,,PC,57,83,69,,,2,7,,,,,,,0,0,,,,,72,,,,11,
GFSX MOS GUIDANCE,GFSX,PHKO,2020-03-21 00:00:00,2020-03-26 00:00:00,+0000,,PC,62,84,70,,,8,2,,,,,,,0,0,,,,,82,,,,10,
GFSX MOS GUIDANCE,GFSX,PHKO,2020-03-21 00:00:00,2020-03-26 12:00:00,+0000,,PC,60,84,70,,,6,2,,,,,,,0,0,,,,,72,,,,9,
GFSX MOS GUIDANCE,GFSX,PHKO,2020-03-21 00:00:00,2020-03-27 00:00:00,+0000,,PC,63,83,70,,,8,13,,,,,,,0,0,,,,,81,,,,10,
GFSX MOS GUIDANCE,GFSX,PHKO,2020-03-21 00:00:00,2020-03-27 12:00:00,+0000,,PC,61,83,70,,,7,13,,,,,,,0,0,,,,,72,,,,12,
GFSX MOS GUIDANCE,GFSX,PHKO,2020-03-21 00:00:00,2020-03-28 00:00:00,+0000,,PC,62,82,70,,,4,13,,,,,,,,,,,,,81,,,,13,
GFSX MOS GUIDANCE,GFSX,PHKO,2020-03-21 00:00:00,2020-03-28 12:00:00,+0000,,PC,60,82,70,,,8,13,,,,,,,,,,,,,73,,,,10,
GFSX MOS GUIDANCE,GFSX,PHKO,2020-03-21 00:00:00,2020-03-29 00:00:00,+0000,,PC,63,83,,,,,16,,,,,,,,,,,,,81,,,,13,
GFSX MOS GUIDANCE,GFSX,PHLI,2020-03-21 00:00:00,2020-03-22 00:00:00,+0000,,PC,70,81,71,,,43,,,,,,,,1,,,,,,79,,,,8,
GFSX MOS GUIDANCE,GFSX,PHLI,2020-03-21 00:00:00,2020-03-22 12:00:00,+0000,,PC,68,81,71,,,24,,,,,,,,0,,,,,,73,,,,9,
GFSX MOS GUIDANCE,GFSX,PHLI,2020-03-21 00:00:00,2020-03-23 00:00:00,+0000,,PC,67,79,71,,,23,40,,,,,,,0,0,,,,,77,,,,13,
GFSX MOS GUIDANCE,GFSX,PHLI,2020-03-21 00:00:00,2020-03-23 12:00:00,+0000,,PC,65,79,71,,,70,40,,,,,,,1,0,,,,,73,,,,15,
GFSX MOS GUIDANCE,GFSX,PHLI,2020-03-21 00:00:00,2020-03-24 00:00:00,+0000,,OV,62,78,70,,,45,65,,,,,,,1,1,,,,,76,,,,20,
GFSX MOS GUIDANCE,GFSX,PHLI,2020-03-21 00:00:00,2020-03-24 12:00:00,+0000,,OV,60,78,70,,,59,65,,,,,,,1,1,,,,,72,,,,20,
GFSX MOS GUIDANCE,GFSX,PHLI,2020-03-21 00:00:00,2020-03-25 00:00:00,+0000,,OV,61,78,70,,,51,79,,,,,,,1,1,,,,,76,,,,21,
GFSX MOS GUIDANCE,GFSX,PHLI,2020-03-21 00:00:00,2020-03-25 12:00:00,+0000,,PC,62,78,70,,,65,79,,,,,,,1,1,,,,,72,,,,22,
GFSX MOS GUIDANCE,GFSX,PHLI,2020-03-21 00:00:00,2020-03-26 00:00:00,+0000,,OV,61,78,68,,,53,96,,,,,,,1,2,,,,,76,,,,21,
GFSX MOS GUIDANCE,GFSX,PHLI,2020-03-21 00:00:00,2020-03-26 12:00:00,+0000,,OV,61,78,68,,,50,96,,,,,,,1,2,,,,,71,,,,21,
GFSX MOS GUIDANCE,GFSX,PHLI,2020-03-21 00:00:00,2020-03-27 00:00:00,+0000,,PC,62,78,68,,,35,71,,,,,,,0,1,,,,,76,,,,17,
GFSX MOS GUIDANCE,GFSX,PHLI,2020-03-21 00:00:00,2020-03-27 12:00:00,+0000,,OV,61,78,68,,,56,71,,,,,,,1,1,,,,,70,,,,16,
GFSX MOS GUIDANCE,GFSX,PHLI,2020-03-21 00:00:00,2020-03-28 00:00:00,+0000,,OV,62,78,67,,,32,65,,,,,,,,,,,,,76,,,,15,
GFSX MOS GUIDANCE,GFSX,PHLI,2020-03-21 00:00:00,2020-03-28 12:00:00,+0000,,OV,62,78,67,,,60,65,,,,,,,,,,,,,70,,,,15,
GFSX MOS GUIDANCE,GFSX,PHLI,2020-03-21 00:00:00,2020-03-29 00:00:00,+0000,,OV,63,78,,,,,60,,,,,,,,,,,,,76,,,,15,
GFSX MOS GUIDANCE,GFSX,PHMK,2020-03-21 00:00:00,2020-03-22 00:00:00,+0000,,CL,67,80,67,,,19,,,,,,,,0,,,,,,77,,,,11,
GFSX MOS GUIDANCE,GFSX,PHMK,2020-03-21 00:00:00,2020-03-22 12:00:00,+0000,,CL,65,80,67,,,3,,,,,,,,0,,,,,,69,,,,11,
GFSX MOS GUIDANCE,GFSX,PHMK,2020-03-21 00:00:00,2020-03-23 00:00:00,+0000,,PC,63,79,67,,,22,40,,,,,,,0,0,,,,,78,,,,15,
GFSX MOS GUIDANCE,GFSX,PHMK,2020-03-21 00:00:00,2020-03-23 12:00:00,+0000,,CL,63,79,67,,,28,40,,,,,,,0,0,,,,,69,,,,15,
GFSX MOS GUIDANCE,GFSX,PHMK,2020-03-21 00:00:00,2020-03-24 00:00:00,+0000,,PC,61,77,67,,,28,43,,,,,,,0,0,,,,,75,,,,19,
GFSX MOS GUIDANCE,GFSX,PHMK,2020-03-21 00:00:00,2020-03-24 12:00:00,+0000,,CL,59,77,67,,,22,43,,,,,,,0,0,,,,,69,,,,19,
GFSX MOS GUIDANCE,GFSX,PHMK,2020-03-21 00:00:00,2020-03-25 00:00:00,+0000,,CL,59,76,67,,,28,35,,,,,,,0,0,,,,,75,,,,19,
GFSX MOS GUIDANCE,GFSX,PHMK,2020-03-21 00:00:00,2020-03-25 12:00:00,+0000,,CL,60,76,67,,,30,35,,,,,,,0,0,,,,,69,,,,19,
GFSX MOS GUIDANCE,GFSX,PHMK,2020-03-21 00:00:00,2020-03-26 00:00:00,+0000,,PC,61,76,66,,,39,50,,,,,,,1,1,,,,,74,,,,20,
GFSX MOS GUIDANCE,GFSX,PHMK,2020-03-21 00:00:00,2020-03-26 12:00:00,+0000,,CL,61,76,66,,,39,50,,,,,,,0,1,,,,,68,,,,20,
GFSX MOS GUIDANCE,GFSX,PHMK,2020-03-21 00:00:00,2020-03-27 00:00:00,+0000,,PC,61,76,64,,,34,47,,,,,,,0,1,,,,,74,,,,16,
GFSX MOS GUIDANCE,GFSX,PHMK,2020-03-21 00:00:00,2020-03-27 12:00:00,+0000,,CL,60,76,64,,,26,47,,,,,,,0,1,,,,,66,,,,16,
GFSX MOS GUIDANCE,GFSX,PHMK,2020-03-21 00:00:00,2020-03-28 00:00:00,+0000,,PC,63,77,65,,,39,41,,,,,,,,,,,,,75,,,,13,
GFSX MOS GUIDANCE,GFSX,PHMK,2020-03-21 00:00:00,2020-03-28 12:00:00,+0000,,CL,61,77,65,,,31,41,,,,,,,,,,,,,67,,,,13,
GFSX MOS GUIDANCE,GFSX,PHMK,2020-03-21 00:00:00,2020-03-29 00:00:00,+0000,,CL,61,77,,,,,44,,,,,,,,,,,,,75,,,,15,
GFSX MOS GUIDANCE,GFSX,PHNG,2020-03-21 00:00:00,2020-03-22 00:00:00,+0000,,PC,67,79,71,,,28,,,,,,,,0,,,,,,78,,,,8,
GFSX MOS GUIDANCE,GFSX,PHNG,2020-03-21 00:00:00,2020-03-22 12:00:00,+0000,,PC,65,79,71,,,6,,,,,,,,0,,,,,,72,,,,8,
GFSX MOS GUIDANCE,GFSX,PHNG,2020-03-21 00:00:00,2020-03-23 00:00:00,+0000,,PC,65,79,70,,,12,34,,,,,,,0,0,,,,,78,,,,10,
GFSX MOS GUIDANCE,GFSX,PHNG,2020-03-21 00:00:00,2020-03-23 12:00:00,+0000,,PC,62,79,70,,,33,34,,,,,,,0,0,,,,,71,,,,10,
GFSX MOS GUIDANCE,GFSX,PHNG,2020-03-21 00:00:00,2020-03-24 00:00:00,+0000,,PC,62,78,70,,,25,39,,,,,,,0,0,,,,,76,,,,15,
GFSX MOS GUIDANCE,GFSX,PHNG,2020-03-21 00:00:00,2020-03-24 12:00:00,+0000,,PC,60,78,70,,,24,39,,,,,,,0,0,,,,,71,,,,15,
GFSX MOS GUIDANCE,GFSX,PHNG,2020-03-21 00:00:00,2020-03-25 00:00:00,+0000,,PC,61,78,69,,,29,45,,,,,,,0,0,,,,,77,,,,15,
GFSX MOS GUIDANCE,GFSX,PHNG,2020-03-21 00:00:00,2020-03-25 12:00:00,+0000,,PC,60,78,69,,,36,45,,,,,,,0,0,,,,,70,,,,15,
GFSX MOS GUIDANCE,GFSX,PHNG,2020-03-21 00:00:00,2020-03-26 00:00:00,+0000,,PC,61,78,69,,,41,59,,,,,,,1,1,,,,,77,,,,16,
GFSX MOS GUIDANCE,GFSX,PHNG,2020-03-21 00:00:00,2020-03-26 12:00:00,+0000,,PC,60,78,69,,,37,59,,,,,,,0,1,,,,,71,,,,16,
GFSX MOS GUIDANCE,GFSX,PHNG,2020-03-21 00:00:00,2020-03-27 00:00:00,+0000,,PC,61,79,69,,,22,47,,,,,,,0,1,,,,,77,,,,13,
GFSX MOS GUIDANCE,GFSX,PHNG,2020-03-21 00:00:00,2020-03-27 12:00:00,+0000,,PC,60,79,69,,,31,47,,,,,,,0,1,,,,,71,,,,12,
GFSX MOS GUIDANCE,GFSX,PHNG,2020-03-21 00:00:00,2020-03-28 00:00:00,+0000,,PC,61,79,69,,,30,50,,,,,,,,,,,,,77,,,,12,
GFSX MOS GUIDANCE,GFSX,PHNG,2020-03-21 00:00:00,2020-03-28 12:00:00,+0000,,PC,60,79,69,,,32,50,,,,,,,,,,,,,70,,,,12,
GFSX MOS GUIDANCE,GFSX,PHNG,2020-03-21 00:00:00,2020-03-29 00:00:00,+0000,,PC,60,79,,,,,47,,,,,,,,,,,,,77,,,,13,
GFSX MOS GUIDANCE,GFSX,PHNL,2020-03-21 00:00:00,2020-03-22 00:00:00,+0000,,PC,67,81,70,,,23,,,,,,,,0,,,,,,79,,,,10,
GFSX MOS GUIDANCE,GFSX,PHNL,2020-03-21 00:00:00,2020-03-22 12:00:00,+0000,,PC,64,81,70,,,10,,,,,,,,0,,,,,,72,,,,10,
GFSX MOS GUIDANCE,GFSX,PHNL,2020-03-21 00:00:00,2020-03-23 00:00:00,+0000,,PC,62,81,70,,,15,29,,,,,,,0,0,,,,,79,,,,14,
GFSX MOS GUIDANCE,GFSX,PHNL,2020-03-21 00:00:00,2020-03-23 12:00:00,+0000,,PC,61,81,70,,,13,29,,,,,,,0,0,,,,,72,,,,14,
GFSX MOS GUIDANCE,GFSX,PHNL,2020-03-21 00:00:00,2020-03-24 00:00:00,+0000,,PC,60,80,69,,,15,24,,,,,,,0,0,,,,,79,,,,19,
GFSX MOS GUIDANCE,GFSX,PHNL,2020-03-21 00:00:00,2020-03-24 12:00:00,+0000,,PC,57,80,69,,,11,24,,,,,,,0,0,,,,,71,,,,19,
GFSX MOS GUIDANCE,GFSX,PHNL,2020-03-21 00:00:00,2020-03-25 00:00:00,+0000,,PC,57,81,70,,,18,17,,,,,,,0,0,,,,,79,,,,19,
GFSX MOS GUIDANCE,GFSX,PHNL,2020-03-21 00:00:00,2020-03-25 12:00:00,+0000,,PC,58,81,70,,,8,17,,,,,,,0,0,,,,,71,,,,20,
GFSX MOS GUIDANCE,GFSX,PHNL,2020-03-21 00:00:00,2020-03-26 00:00:00,+0000,,PC,61,82,69,,,15,21,,,,,,,0,0,,,,,80,,,,20,
GFSX MOS GUIDANCE,GFSX,PHNL,2020-03-21 00:00:00,2020-03-26 12:00:00,+0000,,PC,60,82,69,,,14,21,,,,,,,0,0,,,,,71,,,,20,
GFSX MOS GUIDANCE,GFSX,PHNL,2020-03-21 00:00:00,2020-03-27 00:00:00,+0000,,PC,59,81,68,,,13,25,,,,,,,0,0,,,,,79,,,,16,
GFSX MOS GUIDANCE,GFSX,PHNL,2020-03-21 00:00:00,2020-03-27 12:00:00,+0000,,PC,59,81,68,,,17,25,,,,,,,0,0,,,,,70,,,,16,
GFSX MOS GUIDANCE,GFSX,PHNL,2020-03-21 00:00:00,2020-03-28 00:00:00,+0000,,PC,59,81,67,,,18,29,,,,,,,,,,,,,79,,,,14,
GFSX MOS GUIDANCE,GFSX,PHNL,2020-03-21 00:00:00,2020-03-28 12:00:00,+0000,,PC,60,81,67,,,19,29,,,,,,,,,,,,,69,,,,14,
GFSX MOS GUIDANCE,GFSX,PHNL,2020-03-21 00:00:00,2020-03-29 00:00:00,+0000,,PC,59,80,,,,,26,,,,,,,,,,,,,78,,,,15,
GFSX MOS GUIDANCE,GFSX,PHNY,2020-03-21 00:00:00,2020-03-22 00:00:00,+0000,,PC,67,79,63,,,9,,,,,,,,0,,,,,,76,,,,8,
GFSX MOS GUIDANCE,GFSX,PHNY,2020-03-21 00:00:00,2020-03-22 12:00:00,+0000,,PC,64,79,63,,,8,,,,,,,,0,,,,,,65,,,,14,
GFSX MOS GUIDANCE,GFSX,PHNY,2020-03-21 00:00:00,2020-03-23 00:00:00,+0000,,PC,63,79,63,,,8,20,,,,,,,0,0,,,,,77,,,,10,
GFSX MOS GUIDANCE,GFSX,PHNY,2020-03-21 00:00:00,2020-03-23 12:00:00,+0000,,CL,61,79,63,,,6,20,,,,,,,0,0,,,,,65,,,,18,
GFSX MOS GUIDANCE,GFSX,PHNY,2020-03-21 00:00:00,2020-03-24 00:00:00,+0000,,PC,60,78,61,,,8,13,,,,,,,0,0,,,,,76,,,,18,
GFSX MOS GUIDANCE,GFSX,PHNY,2020-03-21 00:00:00,2020-03-24 12:00:00,+0000,,PC,57,78,61,,,9,13,,,,,,,0,0,,,,,63,,,,23,
GFSX MOS GUIDANCE,GFSX,PHNY,2020-03-21 00:00:00,2020-03-25 00:00:00,+0000,,PC,58,77,62,,,9,11,,,,,,,0,0,,,,,75,,,,18,
GFSX MOS GUIDANCE,GFSX,PHNY,2020-03-21 00:00:00,2020-03-25 12:00:00,+0000,,PC,58,77,62,,,3,11,,,,,,,0,0,,,,,64,,,,20,
GFSX MOS GUIDANCE,GFSX,PHNY,2020-03-21 00:00:00,2020-03-26 00:00:00,+0000,,PC,60,78,62,,,14,16,,,,,,,0,0,,,,,76,,,,22,
GFSX MOS GUIDANCE,GFSX,PHNY,2020-03-21 00:00:00,2020-03-26 12:00:00,+0000,,PC,60,78,62,,,10,16,,,,,,,0,0,,,,,64,,,,25,
GFSX MOS GUIDANCE,GFSX,PHNY,2020-03-21 00:00:00,2020-03-27 00:00:00,+0000,,PC,60,78,60,,,10,18,,,,,,,0,0,,,,,76,,,,16,
GFSX MOS GUIDANCE,GFSX,PHNY,2020-03-21 00:00:00,2020-03-27 12:00:00,+0000,,PC,59,78,60,,,12,18,,,,,,,0,0,,,,,63,,,,16,
GFSX MOS GUIDANCE,GFSX,PHNY,2020-03-21 00:00:00,2020-03-28 00:00:00,+0000,,PC,60,78,62,,,14,20,,,,,,,,,,,,,75,,,,14,
GFSX MOS GUIDANCE,GFSX,PHNY,2020-03-21 00:00:00,2020-03-28 12:00:00,+0000,,PC,60,78,62,,,17,20,,,,,,,,,,,,,63,,,,17,
GFSX MOS GUIDANCE,GFSX,PHNY,2020-03-21 00:00:00,2020-03-29 00:00:00,+0000,,PC,60,78,,,,,24,,,,,,,,,,,,,76,,,,17,
